N,X,Y
7-ELEVEN PETERSHAM,151.1585727,-33.8886836
INDEPENDENT WALGETT,148.117385,-30.019461
AVOCA FUEL,151.430637,-33.4640502
CALTEX RUTHERFORD DIESEL STOP,151.498701,-32.704828
INDEPENDENT SCONE,150.8693514,-32.0550787
WESTSIDE BLAYNEY,149.2445808,-33.5270728
BP NARROMINE,148.240091,-32.226533
BP CROSSROADS,150.8949626,-33.9551991
UNITED PETROLEUM NORTH WYONG,151.442725,-33.26991
TRANSWEST FUELS - CBD,150.932744,-31.0898478
POWERFUEL,147.1468946,-33.0887149
BP PORTLAND,149.983,-33.3563
INDEPENDENT FREEMANS REACH,150.796534,-33.557513
THE WOOLI STORE,153.2568443,-29.8509324
METRO PETROLEUM APPIN,150.7866612,-34.2037991
7-ELEVEN CARLINGFORD,151.045752,-33.782875
METRO FAIRFIELD 82,150.9499226,-33.8729032
BP RUTHERFORD,151.516728,-32.710116
INDEPENDENT BOOROWA,148.715102,-34.443024
COLES EXPRESS STRATHFIELD,151.092355,-33.870803
BP GREENFIELD PARK,150.889605,-33.871916
UNITED PETROLEUM MINTO,150.831766,-34.029952
MOBIL MOSS VALE,150.3745822,-34.5460848
NORTH COAST PETROLEUM COFFS HARBOUR,153.09889,-30.317456
MOBIL YOUNG STREET,146.9256413,-36.0755489
COORANBONG PETROLEUM,151.4501163,-33.0882903
METRO PEAKHURST,151.060736,-33.959963
CRINGILA FUEL,150.8722349,-34.4659935
SPEEDWAY AUSTRAL,150.8142143,-33.9194838
AMPOL WOOLWORTHS ROZELLE,151.168475,-33.862552
LAKE MAC PETROLEUM FENNEL BAY,151.599842,-32.991802
INDEPENDENT CUDAL,148.74301,-33.283383
METRO WARNERS BAY,151.646174,-32.981744
CALTEX DENILIQUIN,144.951246,-35.533757
BUDGET HOXTON PARK,150.881725,-33.928228
INDEPENDENT ORANGE,149.101952,-33.293954
AMPOL WOOLWORTHS ROSEBERY,151.205899,-33.922956
CALTEX CAMERON PARK,151.597315,-32.896448
CALTEX STAR MART PENSHURST,151.0891118,-33.9598533
COLES EXPRESS LAWSON,150.426038,-33.721927
CALTEX WOOLWORTHS WELLINGTON,148.94087,-32.548637
COLES EXPRESS HUNTERS HILL,151.141656,-33.831761
CALTEX KEMPSEY SOUTH,152.837045,-31.0936184
AMPOL BEGA DEPOT,149.828596,-36.6685147
AMPOL WOOLWORTHS WENTWORTHVILLE,150.971793,-33.816223
NANAGLEN GENERAL STORE,153.0071805,-30.1380367
AMPOL WARNERS BAY,151.647608,-32.9742387
AMPOL WOOLWORTHS MANLY VALE,151.267268,-33.784842
BP GRENFELL ROAD,148.673384,-33.834367
METRO HURLSTONE PARK,151.1252332,-33.9078127
BP WARDELL,153.465738,-28.95026
BP DUBBO WEST,148.592717,-32.24827
MOBIL MUSWELLBROOK,150.8900116,-32.2721887
LIBERTY NARRANDERA,146.5506848,-34.7482999
AMPOL FOODARY COFFS HARBOUR SOUTH,153.08738,-30.320653
UNITED PETROLEUM NOWRA,150.602665,-34.903911
7-ELEVEN WOY WOY,151.3201614,-33.4937927
HARRINGTON SERVICE STATION,152.682515,-31.871649
BP GILGANDRA,148.6581789,-31.7171672
MOBIL TAREE,152.4676637,-31.9337145
BILAMBIL POST OFFICE,153.4666449,-28.2244936
INDEPENDENT DARLINGTON POINT,145.992521,-34.593806
BP GLEN INNES,151.728904,-29.734366
METRO LONDONDERRY,150.734374,-33.642335
UNITED PETROLEUM JUNEE,147.5834859,-34.8681114
METROL PETROLEUM LIVERPOOL CBD,150.9199832,-33.9246585
INDEPENDENT MARRICKVILLE,151.162094,-33.913163
INDEPENDENT TOWRADGI,150.903529,-34.384249
SHELL CHINDERAH,153.557163,-28.227274
COLES EXPRESS EASTERN CREEK,150.871489,-33.792159
AMPOL BEROWRA,151.150554,-33.623381
7-ELEVEN NORTH ROCKS,151.03069,-33.768977
TRUNDLE FUEL,147.7102514,-32.9219278
INDEPENDENT PATERSON,151.616328,-32.604948
BP BRUNSWICK HEADS,153.547371,-28.541889
BP FORESTVILLE,151.214383,-33.760003
ENHANCE ROBERTSON,150.589397,-34.587983
AMPOL WAGGA WAGGA,147.3558074,-35.1173827
CALTEX WOOLWORTHS CASINO,153.04645,-28.862314
AMPOL PUNCHBOWL,151.0596341,-33.9314597
EUNGAI RAIL PETROL & DIESEL,152.9016,-30.850821
BP HAMILTON TUDOR STREET,151.7499495,-32.9242819
METRO PETROLEUM QUEANBEYAN,149.2208023,-35.358299
BP DENHAM COURT,150.846578,-33.982685
COLES EXPRESS WAGGA WAGGA,147.350992,-35.115993
ENHANCE WARATAH,151.7195128,-32.9068601
COLES EXPRESS BAULKHAM HILLS,150.99128,-33.760143
CAMPBELL'S FUEL BP,151.122144,-29.765854
METRO PETROLEUM COOMA,149.131104,-36.232923
COLES EXPRESS BONDI JUNCTION,151.248617,-33.895583
SHELL RYLSTONE,149.971054,-32.795517
SHELL TOLLAND,147.3514179,-35.1428624
BP WEST WYALONG,147.2092311,-33.9236849
ROGER MOORE PTY LTD,150.5768741,-29.5416033
UNITED PETROLEUM COFFS HARBOUR,153.132193,-30.305808
INDEPENDENT CANDELO,149.696037,-36.766502
ANDYS GARAGE BRAY PARK,153.374884,-28.340999
INDEPENDENT BATEMANS BAY,150.1733949,-35.7189985
TASCO NARRANDERA,146.5403563,-34.7627245
CAREY BAY SERVO,151.6051,-33.022855
SPEEDWAY BLACKTOWN,150.920068,-33.779039
MOBIL TAMWORTH,150.9235708,-31.1096184
CALTEX WOOLWORTHS KEMPSEY,152.843013,-31.077739
METRO PETROLEUM KEARSLEY,151.395106,-32.858663
BP ENFIELD,151.097782,-33.887232
CALTEX CESSNOCK,151.34303,-32.839262
INDEPENDENT SAPPHIRE BEACH,153.1472896,-30.2393241
CULCAIRN TAKEAWAY & FUEL,147.0356198,-35.6745404
BP CROYDON PARK,151.1052933,-33.8964106
MANILDRA NEWSAGENCY & ROADHOUSE,148.687391,-33.185679
MOBIL FUEL NORTH HAVEN,152.810203,-31.642115
CALTEX WOOLWORTHS WERRINGTON,150.75667,-33.768334
BUDGET BRIGHTON,151.153114,-33.959913
MIDTOWN LITHGOW,150.140903,-33.483569
AMPOL WOOLWORTHS HAZELBROOK,150.452084,-33.7210678
METRO BOW BOWING,150.8352155,-34.0238052
METRO FUEL BLACKTOWN,150.907812,-33.777528
LOWES PETROLEUM SERVICE,143.376225,-31.562264
BP DURAL,151.028141,-33.695898
7-ELEVEN WALLSEND,151.666094,-32.890998
METRO EAST CORRIMAL,150.9084003,-34.3762829
COLES EXPRESS KOTARA,151.708827,-32.940904
7-ELEVEN ARGENTON,151.630728,-32.935194
SHELL WINGHAM SERVO,152.3620177,-31.8686868
BP WEST PENNANT HILLS,151.040615,-33.754151
COLES EXPRESS GLENDALE,151.637938,-32.927065
METRO PETROLEUM KELSO,149.6235189,-33.4208442
B & E DOHERTY P/L INDEPENDENT WAUCHOPE,152.730501,-31.457356
CALTEX MACQUARIE FIELDS,150.8933683,-33.9855726
SWIFT INDEPENDENT WAGGA WAGGA,147.36838,-35.102335
UNITED PETROLEUM UMINA,151.318092,-33.511231
BP BONDI,151.264766,-33.894319
WOODHAM PETROLEUM SERVICES CARINDA,147.6905352,-30.462916
METRO PETROLEUM SARATOGA,151.3532147,-33.4753558
NEW BERRIMA GENERAL STORE,150.3321885,-34.5041309
BP SOUTH NOWRA,150.605331,-34.916436
SPEEDWAY WESTMEAD,150.98571,-33.813346
METRO PETROLEUM BEXLEY NORTH,151.114771,-33.939869
BP CABRAMATTA WEST,150.92031,-33.898559
BP LEPPINGTON TOWN CENTRE,150.8144485,-33.9526591
7-ELEVEN NORTH RYDE,151.128964,-33.784477
AMPOL BOMBALA DEPOT,149.2408217,-36.903943
METRO MILPERRA,150.9981621,-33.9422197
METRO FUEL CREMORNE,151.229455,-33.832753
BP FOX HILLS,150.9390745,-33.7956395
CALTEX MARULAN,150.0020745,-34.7158226
CALTEX WOOLWORTHS MINTO,150.8368202,-34.0261407
7-ELEVEN PENRITH,150.6912894,-33.7525542
MOBIL BOOROWA,148.7162589,-34.4414078
SHELL BROCKLEHURST,148.6212334,-32.1815318
METRO PETROLEUM CRESTWOOD,149.2246277,-35.3464699
MOBIL WARIALDA,150.5749095,-29.5427956
BP BAULKHAM HILLS,150.974041,-33.761658
PUMA ENERGY TEA GARDENS,152.149181,-32.650936
AMPOL WOOLWORTHS CROWS NEST,151.2060304,-33.8286801
SHELL DELUNGRA,150.827104,-29.652861
INDEPENDENT BERMAGUI NSW,150.065126,-36.425544
BP MERRYLANDS WEST,150.968399,-33.836829
BP WARWICK FARM,150.930756,-33.914284
METRO BEXLEY,151.1177521,-33.9594103
COLES EXPRESS BATEHAVEN,150.194503,-35.726711
ENHANCE MARULAN,150.0100751,-34.708272
SOUTH WEST FUEL - GRENFELL,148.1580559,-33.8943413
MOBIL COONAMBLE,148.3826157,-30.9532115
BP BOGGABRI,150.041783,-30.710945
BP NYNGAN,147.200133,-31.563144
CALTEX BEACON HILL,151.2602299,-33.753807
LOWES PETROLEUM SERVICE,149.6336136,-29.0739201
AMPOL TEMPE,151.160059,-33.925315
METRO REVESBY WEST,151.0171926,-33.9383714
LIBERTY ALSTONVILLE,153.438916,-28.83818
TASCO BERRIGAN CHANTER STREET,145.8015557,-35.6557616
BUDGET MOOREBANK,150.955746,-33.929959
METRO GOOLGOWI,145.7114587,-33.9804321
AMPOL CHARLESTOWN,151.695368,-32.967285
BUDGET TELOPEA,151.041268,-33.793476
CALTEX GRETA,151.374678,-32.667237
AMPOL WALLACIA,150.618704,-33.874357
COLES EXPRESS NORTHMEAD,150.989391,-33.796012
ROGER MOORE PTY LTD,150.576821,-29.541001
AMPOL MUSWELLBROOK (MAITLAND RD),150.897954,-32.277957
BUDGET PETROL SANCTUARY POINT,150.6329216,-35.0993372
METRO FUEL FAIRFIELD,150.948533,-33.880537
INDEPENDENT RATHMINES,151.592809,-33.044042
BP WILBERFORCE,150.831034,-33.529775
MOBIL COOLAC,148.16774,-34.92206
MOBIL FORSTER NORTH,152.5153738,-32.1804788
7-ELEVEN MOSMAN,151.243459,-33.823058
CALTEX DENMAN,150.689138,-32.389648
COLES EXPRESS EMERALD BEACH,153.18148,-30.16434
COLES EXPRESS MAITLAND,151.562124,-32.739161
MANNERING PARK MINI MART,151.537155,-33.152273
"METRO PETROLEUM, WYEE",151.487607,-33.1760691
CALTEX WOOLWORTHS INVERELL,151.118626,-29.768522
FREEDOM FUEL VINEYARD,150.862246,-33.650292
AMPOL WOOLWORTHS CHERRYBROOK,151.045165,-33.720696
AMPOL LILLI PILLI,151.121541,-34.052346
BK CAFE AND FUEL,150.724537,-30.748218
INDEPENDENT BUNDANOON,150.297509,-34.655966
BP REDFERN,151.213294,-33.891804
UNITED PETROLEUM LETHBRIDGE PARK,150.798353,-33.736744
CALTEX WOOLWORTHS LISAROW,151.3632246,-33.3839775
7-ELEVEN GREYSTANES,150.9359412,-33.808609
INDEPENDENT CURRABUBULA,150.737884,-31.260792
SPEEDWAY MEADOWS,150.896808,-33.902104
JONES PANELBEATING,149.3950546,-32.016523
UNITED PETROLEUM WYOMING,151.3477896,-33.4103967
BP BALGOWLAH,151.255873,-33.795281
SHELL BREWARRINA,146.861296,-29.96168
AMPOL LISMORE,153.2807559,-28.8080812
CALTEX WOOLWORTHS QUEANBEYAN,149.233485,-35.351599
BP CARLINGFORD,151.047355,-33.763701
UNITED PETROLEUM EAST BLAXLAND,150.622484,-33.745864
GATESHEAD INDEPENDENT FUEL,151.6835265,-32.9783365
7-ELEVEN BEXLEY,151.125198,-33.951524
INDEPENDENT BERESFIELD,151.651407,-32.802715
BP LUGARNO,151.046923,-33.97741
COLLARENEBRI,148.5763508,-29.5439722
AMPOL FAIRY MEADOW,150.8941056,-34.3892496
LIBERTY CASINO,153.038557,-28.869763
AMPOL GERRINGONG,150.817129,-34.744806
BUDGET GRANVILLE,151.00408,-33.83099
BP BERMAGUI,150.064296,-36.419997
CALTEX WOOLWORTHS WOOLOOWARE,151.143747,-34.038651
AMPOL BOMBALA,149.237458,-36.9124026
COLES EXPRESS DENILIQUIN,144.980729,-35.523731
7-ELEVEN CAMPBELLTOWN,150.80945,-34.061876
BP ROSE BAY CENTRAL,151.268579,-33.870581
WESTSIDE PETROLEUM GRANVILLE,151.0110136,-33.8362561
SHELL WYONG,151.4256232,-33.2821101
INDEPENDENT WALLA WALLA,146.900787,-35.76484
COLES EXPRESS NORTH RYDE,151.128758,-33.785039
BP VALENTINE,151.642586,-33.00802
CALTEX WOOLWORTHS NAMBUCCA HEADS,152.988645,-30.639298
METRO FUEL JANNALI,151.067417,-34.016714
BP SOUTH HURSTVILLE,151.103984,-33.9779803
COLES EXPRESS LEPPINGTON,150.815605,-33.966367
CALTEX KENTHURST,151.005933,-33.660452
BP MATRAVILLE,151.231804,-33.963312
METRO PETROLEUM TENTERFIELD,152.0211229,-29.0534557
METRO FUEL OLD TOONGABBIE,150.966239,-33.786369
7-ELEVEN BLACKTOWN,150.894749,-33.775908
CALTEX STAR MART BATHURST,149.5848632,-33.4168929
COLES EXPRESS WOLLONGONG,150.898901,-34.42874
MONAGHAN'S FUEL SUPPLIES (ACCOUNT HOLDERS ONLY),152.7323007,-31.4544413
METRO WILLIAMTOWN LAVIS,151.8438871,-32.8169385
UNITED CUNDLETOWN,152.5177908,-31.8981907
METRO WILLOUGHBY,151.1997448,-33.803882
ENHANCE,150.6117038,-34.8519365
GOLDEN APPLE SUPER STORE,146.411677,-34.574208
BP MUDGEE,149.587984,-32.595379
METRO WEST WYALONG,147.2167505,-33.923943
METRO BANKSTOWN,151.0312051,-33.934407
COLES EXPRESS MARSDEN PARK,150.842679,-33.715721
BP MANLY,151.2848154,-33.7903441
COLES EXPRESS LIDCOMBE,151.059248,-33.853927
GUYRA FOURWAYS SERVICE CENTRE,151.672271,-30.217283
COLES EXPRESS QUEANBEYAN,149.243517,-35.348513
CALTEX NYNGAN,147.191497,-31.560944
PRIME EARLWOOD,151.135875,-33.924048
GEORGES HALL PETROLEUM,150.9749867,-33.9153425
7-ELEVEN SINGLETON,151.1799666,-32.5693882
DEEP WATER ROAD HOUSE,151.8461363,-29.4393519
AMPOL FOODARY ST IVES,151.157048,-33.7307318
INDEPENDENT NARRABRI,149.781281,-30.322926
BP SUMMER HILL,151.143151,-33.892492
CALTEX UKI,153.3325599,-28.4137328
RURAL SUPPLIES COOLAMON,147.200239,-34.817305
CALTEX WOOLWORTHS MARRICKVILLE,151.146002,-33.918487
CALTEX WOOLWORTHS NOWRA,150.601471,-34.872606
LIBERTY CULLENDULLA,150.2199394,-35.6701454
INDEPENDENT GLADSTONE,152.948614,-31.022881
METRO TEMPE,151.1675418,-33.9202585
UNITED WOODENBONG,152.610796,-28.388402
BP SPRINGWOOD,150.581847,-33.701788
7-ELEVEN ARTARMON,151.177429,-33.810521
COLES EXPRESS CREMORNE,151.226235,-33.830574
METRO PETROLEUM KEIRAVILLE,150.875125,-34.4147456
SHELL LENNOX HEAD,153.588373,-28.791958
PEARL ENERGY BATHURST,149.5776413,-33.420495
BP PARK BEACH,153.137839,-30.290509
BP CAPERTEE,149.985513,-33.146102
INDEPENDENT KULNURA,151.2146419,-33.2201883
COLES EXPRESS HALFWAY CREEK,153.094274,-29.934898
"WOODHAM PETROLEUM SERVICES, NYNGAN",147.1915329,-31.5548304
AMPOL KEMPS CREEK,150.7952344,-33.8705247
BP MILPERRA,150.988951,-33.937498
7-ELEVEN MINTO,150.850253,-34.031754
AMPOL DURAL,151.028749,-33.68313
METRO TUGGERAH,151.420879,-33.300491
METRO PETROLEUM HEATHERBRAE,151.737605,-32.780587
METRO BONNYRIGG HEIGHTS,150.883865,-33.896933
HANLON ENTERPRISES FUEL,147.5755659,-34.8557555
METRO SOUTH BATHURST,149.5782802,-33.4310006
METRO FUEL CLIFTLEIGH,151.519068,-32.791759
METRO PETROLEUM GRENFELL,148.1630407,-33.8954685
METRO TAMWORTH,150.961366,-31.114077
COLES EXPRESS CASINO,153.045016,-28.866373
BP BOURKE,145.947091,-30.083683
CALTEX WOOLWORTHS ROSELANDS,151.073497,-33.933021
TASCO BROKEN HILL PATTON ST,141.458615,-31.981387
MT GEORGE PETROL STATION,152.1865334,-31.8858416
MOBIL BELLINGEN,152.89938,-30.45264
CALTEX MURWILLUMBAH,153.4093121,-28.3268979
ULTRA RANDWICK,151.2398191,-33.925341
BP PICTON,150.605093,-34.188141
INDEPENDENT TATHRA,149.9806941,-36.7331934
BP KINGSGROVE,151.086374,-33.935501
BP WARRAWONG,150.887174,-34.483794
COLES EXPRESS HEXHAM,151.693388,-32.846766
CALTEX DUNEDOO,149.398714,-32.0165641
BP TAREE,152.450449,-31.907564
METRO LANSDOWNE,150.971024,-33.889304
INDEPENDENT DUBBO,148.611418,-32.244655
7-ELEVEN SHORTLAND,151.695396,-32.886168
METRO PETROLEUM MORISSET,151.4900618,-33.1073352
CALTEX WAGGA WAGGA,147.37764,-35.12212
AMPOL WOOLWORTHS KELLYVILLE,150.960633,-33.714327
GREENWELL POINT SERVICE CENTRE,150.731929,-34.907742
BP MINCHINBURY,150.824399,-33.781986
BUDGET CARLTON,151.1331812,-33.9617137
CALTEX BELMONT NORTH,151.662385,-33.024759
XPRESS FUELS,151.1068754,-33.9033733
7-ELEVEN PENDLE HILL,150.957827,-33.80187
METRO ST IVES CHASE,151.159927,-33.710941
INDEPENDENT KANDOS,149.970485,-32.855325
CALTEX YAMBA,153.3279233,-29.4270045
7-ELEVEN TURRAMURRA,151.126513,-33.733062
SHELL FORBES,148.009738,-33.386785
MOBIL ADELONG,148.0629274,-35.3071772
COLES EXPRESS GREENACRE,151.066348,-33.892334
METRO PETROLEUM LAVINGTON,146.9413509,-36.0459798
INDEPENDENT BODALLA,150.050602,-36.088628
DELTA AGRIBUSINESS ARDLETHAN,146.897282,-34.356869
INDEPENDENT MINNIE WATER,153.294814,-29.768997
AMPOL BARRACK HEIGHTS,150.8597784,-34.5648919
7-ELEVEN BLACKTOWN,150.891241,-33.754839
SHELL CROMER,151.2803635,-33.7361527
CALTEX GUNNEDAH,150.2561853,-30.9802088
METRO AUBURN,151.032148,-33.854709
AMPOL WOOLOOWARE,151.1408431,-34.052747
7-ELEVEN KELSO,149.6062343,-33.4184184
CALTEX MUDGEE,149.5876199,-32.5942803
PUMA MOREE,149.8502594,-29.4907879
UNITED PETROLEUM COWRA,148.687381,-33.833891
SHELL TAMWORTH TRUCKSTOP (UNMANNED),150.908482,-31.095575
KIAH GENERAL STORE,149.8563824,-37.1575285
AMPOL STRATHFIELD SOUTH,151.074621,-33.888188
BP KELSO,149.60764,-33.419261
BP GUMLY GUMLY,147.4220045,-35.1263413
METRO WOLLONGONG,150.8776085,-34.4257988
METRO MINTO,150.847906,-34.031695
AMPOL FOODARY CONCORD,151.099444,-33.867895
7-ELEVEN UNANDERRA,150.8492676,-34.4502906
BP KINGSFORD,151.226795,-33.919683
INDEPENDENT SOUTH DUBBO,148.6118649,-32.2549979
CALTEX HAY,144.84267,-34.512789
CALTEX WOOLWORTHS CHULLORA,151.05747,-33.891915
7-ELEVEN MERRYLANDS,150.985311,-33.835467
METRO FUEL ABERMAIN,151.425998,-32.811157
UNITED PETROLEUM DEE WHY PITTWATER,151.282579,-33.756129
CALTEX WOOLWORTHS HOXTON PARK,150.854738,-33.915883
CALTEX BEGA,149.839653,-36.690413
SPEEDWAY COURT ROAD,150.9581328,-33.8701219
MOBIL TUMUT,148.2197133,-35.3008425
SHELL FREEMANS WATERHOLE,151.4870749,-32.9853432
BP WOOLGOOLGA,153.192727,-30.114558
COLES EXPRESS SINGLETON,151.175536,-32.5629
BP MARAYLYA,150.918345,-33.593044
LIBERTY BROKEN HILL,141.4745282,-31.953118
METRO ST ANDREWS,150.827947,-34.028954
AMPOL COOGEE,151.2517479,-33.9198931
METRO LUCKNOW,149.1621576,-33.346783
INDEPENDENT BOORAL,151.959885,-32.466616
UNITED PETROLEUM TAREE,152.46633,-31.910573
CUMNOCK GENERAL STORE,148.755153,-32.928744
BP TUGGERAH,151.419808,-33.305782
COOPERNOOK SERVICE STATION,152.6127061,-31.8255143
CALTEX TAMWORTH,150.915114,-31.086309
SPEEDWAY KINGS LANGLEY,150.943559,-33.756068
CORNER COUNTRY STORE,142.0111,-29.43
BP MANILLA,150.7361775,-30.7611311
7-ELEVEN CROYDON PARK,151.111446,-33.894381
JIGAROO HOLDINGS,153.4053184,-28.7322728
7-ELEVEN ROCKDALE,151.135774,-33.952566
SHELL CONDELL PARK,151.012584,-33.922433
CALTEX WOOLWORTHS EMU PLAINS,150.653086,-33.753751
WESTSIDE PETROLEUM GLEN INNES,151.736774,-29.743036
BP COUTTS CROSSING,152.891339,-29.828171
BARRINGTON GENERAL STORE,151.9119585,-31.9738632
SOUTH WEST FUEL - ARIAH PARK,147.2207317,-34.3483221
MATILDA BIRMINGHAM GARDENS,151.681771,-32.895758
COLES EXPRESS TAMWORTH,150.922823,-31.111899
CALTEX SMEATON GRANGE,150.7561607,-34.0323128
LOWES GULGONG,149.546141,-32.359485
HILLSTON HARDWARE MOBIL SERVICE STATION,145.533114,-33.488033
BP BEROWRA,151.141677,-33.615454
MOBIL OCEAN DRIVE,152.8999388,-31.4355452
INDEPENDENT INGLEBURN,150.871749,-33.996616
AMPOL WOOLWORTHS MARYLAND,151.661916,-32.889608
CALTEX CHIPPING NORTON,150.965005,-33.923632
7-ELEVEN MOOREBANK,150.9395525,-33.9380819
BP QUIRINDI,150.6782616,-31.5244003
AMPOL RUTHERFORD WEST,151.507374,-32.707904
CALTEX BOMADERRY,150.59588,-34.838338
INDEPENDENT LISMORE,153.284364,-28.818425
CALTEX WOOLWORTHS UMINA,151.31706,-33.520972
COLES EXPRESS SUTTON FOREST,150.227232,-34.607616
BP ROCKDALE,151.1457386,-33.9599094
BP BERKELEY VALE,151.423842,-33.330562
LOWES CESSNOCK,151.351978,-32.818772
GILGAI GENERAL STORE,151.1167631,-29.853559
ACCESS FUELS,153.2256947,-29.4668591
METRO SHELLY BEACH,151.481152,-33.369548
TELARAH FUELS,151.535643,-32.72848
SPEEDWAY ARNCLIFFE,151.152126,-33.934586
COLES EXPRESS INVERELL,151.115549,-29.778219
METRO PETROLEUM GRIFFITH,146.0278681,-34.2853488
CALTEX ALBURY NORTH,146.9487601,-36.054966
BUDGET BLACKTOWN,150.891556,-33.768417
INDEPENDENT CORAKI,153.284062,-28.983164
UNITED PETROLEUM KEMPSEY,152.832631,-31.079536
BUDGET FRESHWATER,151.279536,-33.77247
COLES EXPRESS GYMEA,151.084243,-34.027079
INDEPENDENT WINGHAM,152.376828,-31.869001
CALTEX WOOLWORTHS ALBURY,146.923522,-36.080631
METRO PETROLEUM LIVERPOOL,150.9195922,-33.9122929
CALTEX WOOLWORTHS UNANDERRA,150.8445751,-34.4548783
INDEPENDENT TURRAMURRA,151.131246,-33.720245
INDEPENDENT RANKINS SPRINGS,146.260758,-33.841676
ULMARRA LIBERTY POST OFFICE,153.0294786,-29.6310643
CALTEX WOOLWORTHS PEAKHURST,151.068137,-33.957531
7-ELEVEN HABERFIELD,151.142813,-33.887908
LOWES ARMIDALE,151.669413,-30.512213
CALTEX WOOLWORTHS CHARLESTOWN,151.695725,-32.966249
MOBIL BERRIDALE,148.8270027,-36.3654151
CALTEX INVERELL ROAD HOUSE,151.0915098,-29.7740701
BP GULGONG,149.532298,-32.366754
SPEEDWAY SOUTH GRANVILLE,151.0129202,-33.8474647
BUDGET PETROL CHIPPENDALE,151.2017441,-33.8878
INDEPENDENT EGLINTON,149.543477,-33.379069
METRO PETROLEUM MORISSET PARK,151.5347545,-33.1197964
BP ARTARMON,151.175636,-33.811441
SPEEDWAY KENT ROAD,151.1159807,-33.7916867
COLES EXPRESS DOYALSON NORTH,151.548878,-33.186301
MOBIL GUNNING,149.268344,-34.781544
COLES EXPRESS LAVINGTON,146.963037,-36.03665
TABULAM RURAL AGENTS,152.568115,-28.887485
SHELL YAMBA,153.3277108,-29.4293092
INDEPENDENT LIBERTY SOUTH GRAFTON,152.928772,-29.702781
AMPOL VILLAWOOD,150.992089,-33.887615
SUSSEX INLET SERVICE STATION,150.584045,-35.158315
CALTEX WOOLWORTHS BOMADERRY,150.59503,-34.840492
UNITED MAYFIELD WEST,151.7437823,-32.9030961
LIBERTY FOODMART,153.2799107,-28.8140206
BP RIVERWOOD,151.0511924,-33.9556874
MOBIL MUSWELLBROOK NORTH,150.8902759,-32.2591233
AMPOL BOMADERRY,150.59476,-34.845652
METRO FUEL CROYDON PARK,151.103217,-33.8969265
AMPOL WOOLWORTHS METRO NARRABEEN,151.2969223,-33.7046233
SHELL COOMA,149.129698,-36.232842
SHELL CHIPPING NORTON,150.9772006,-33.9283919
7-ELEVEN GREEN VALLEY,150.865922,-33.907829
ULLADULLA INDEPENDENT SERVO,150.4702388,-35.3663862
BP DUNDAS,151.054368,-33.798888
METRO BELMORE,151.0959163,-33.9214794
CALTEX WOOLWORTHS PORT MACQUARIE,152.895785,-31.427736
GLEN ARTNEY TRUCK REPAIRS,150.853261,-31.075069
7-ELEVEN ST IVES,151.156286,-33.732665
INDEPENDENT URANA,146.267725,-35.329303
CALTEX DUNGOG,151.757294,-32.399232
ULTRA HARDEN,148.3459391,-34.5477035
UNITED PETROLEUM YAGOONA,151.036938,-33.899234
7-ELEVEN KINGS PARK,150.90688,-33.7466
METRO PETROLEUM ALFREDTOWN,147.511965,-35.16114
INDEPENDENT MIRRABOOKA,151.553235,-33.10654
CALTEX WOOLWORTHS SCONE,150.87078,-32.057776
UNITED TAREE DEPOT,152.450953,-31.8975335
METRO CANLEY HEIGHTS,150.928557,-33.8845269
COLES EXPRESS BROADMEADOW,151.736426,-32.925089
METRO EDEN,149.9031027,-37.0637747
7-ELEVEN BATHURST,149.568104,-33.418148
CALTEX WOOLWORTHS SALAMANDER BAY,152.109418,-32.734283
REEL (TARALGA) PTY LTD,149.819043,-34.405792
7-ELEVEN CAMPERDOWN,151.174134,-33.886973
BP COFFS HARBOUR,153.090577,-30.316993
AMPOL CASTLEREAGH,150.677189,-33.669354
MALLANGANEE GARAGE,152.7181842,-28.9059596
7-ELEVEN MCGRATHS HILL,150.8341844,-33.6168487
COLES EXPRESS TUMUT,148.202254,-35.302559
7-ELEVEN EMU PLAINS,150.676178,-33.746491
ASHFORD SERVICE STATION,151.0951888,-29.3234059
RIVERVIEW SERVICE CENTRE,152.815471,-31.640597
SHELL COONAMBLE,148.390564,-30.961633
BP ALBION PARK,150.7919775,-34.5535861
RED SPOT EXPRESS PEAK HILL,148.192546,-32.726903
BP SOUTH GRAFTON,152.934952,-29.701934
AMPOL WOOLWORTHS METRO NEUTRAL BAY,151.2162998,-33.8290796
BP GUILDFORD,150.988836,-33.85437
METRO PETROLEUM BETHUNGRA,147.8552613,-34.7606449
CALTEX WOOLWORTHS CARDIFF,151.657873,-32.941121
PUMA CASINO,153.048952,-28.859099
PEARL ENERGY,152.5154818,-32.1907933
7-ELEVEN BLIGH PARK,150.786046,-33.637167
ENHANCE GERRINGONG,150.827499,-34.747577
COLES EXPRESS BOMADERRY,150.5939574,-34.8400311
BP LOFTUS,151.0507991,-34.045708
AMPOL QUEANBEYAN BUNGENDORE RD,149.2443895,-35.3490266
7-ELEVEN REGENTVILLE,150.666023,-33.77504
COLES EXPRESS BULAHDELAH,152.211347,-32.409505
MOBIL SALAMANDER BAY,152.1090326,-32.735267
NORRIS PARK IGA - MOGAS,146.921149,-36.051254
BARRABA FOOD AND FUEL,150.6096852,-30.3829053
CALTEX WOOLWORTHS KOGARAH,151.137173,-33.963237
AMPOL QUEANBEYAN LAYNON DRIVE,149.2068077,-35.3637288
